"","Regen_Plot","ID","Fire","Date","Observers","Year.of.Fire","Photos","Datum","Easting","Northing","aspect","slope","parent1","parent2","BARE","ROCK","VEG..BASAL..10.","LITT","CWD","SHRUB","FORBE","GRASS","HARDWOOD","CONIFER","DEAD_OCC","LIVE_OCC","CALVEG_OBS","FIRE_SEV","HIST1","HIST2","HIST3","DUFF_cm","LITT_cm","BA_total_count","BA_live_count","BA_dead_count","NOTES","HERBS","UNDERSTORY.VEG","TREE_live.only","BAF","BA.Total1","BA.Live1","BA.Dead1","dominant_shrub_ht_cm","seed_tree_distance_general","fire.prefix","seed_tree_distance_conifer","seed_tree_distance_hardwood","seed_wall_distance","dominant_tree_1","dominant_tree_2","dominant_tree_3","fire_killed_trees_2.15","fire_killed_trees_15.30","fire_killed_trees_30.45","fire_killed_trees_45.60","fire_killed_trees_60.","dominant_shrub_1","dominant_shrub_2","new_or_revisit","burn_or_control","revisit_relocated_precisely","entered_by","entered_on","CGA","ExistVeg","dominant_shrub_3","x","y","optional","rel_yrs","plant_yrs","salv_yrs","survey_year","survey.years.post","released","salvaged","planted","managed"
"296","PWR0900281","551","POWER","9/8/2009 0:00:00","kw/bs",2004,"1677","WGS84 UTM zone 10",731153.63,4261946.83,"162","40","gran",NA,"5","10","45","20","15","10","15","10","5","NA","0","0","1","4",NA,"NA","NA","0","1","2","0","2",NA,"NA","NA","NA","20","40","0","40","30","27.67","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",731153.63,4261946.83,"TRUE","","","2005",2009,5,0,1,0,1
"297","PWR0900282","550","POWER","9/8/2009 0:00:00","kw/bs",2004,"1678","WGS84 UTM zone 10",731556.57,4261956.65,"204","42","gran",NA,"1","0.5","90","10","0.5","80","5","5","0","NA","0","0","1","5",NA,"NA","NA","0","0.5","3","0","3",NA,"NA","NA","NA","20","60","0","60","30","15.65","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",731556.57,4261956.65,"TRUE","","","2006",2009,5,0,1,0,1
"298","PWR0900283","557","POWER","9/8/2009 0:00:00","kw/bs",2004,"1679","WGS84 UTM zone 10",731754.31,4261966.43,"78","45","gran",NA,"3","2","65","15","3","32","18","15","12","NA","20","0","1","4",NA,"NA","NA","0","1","2","1","1",NA,"NA","NA","NA","20","40","20","20","30","28.13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",731754.31,4261966.43,"TRUE","","","2006",2009,5,0,1,0,1
"299","RAL1100049","1293","RALSTON","7/29/2011 0:00:00","CP, KW",2006,"2544CP","NAD83 UTM zone 10",704132.81,4325190.15,"236","40","Granite",NA,"15","3","1","66","15","25","10","10","15","15","20","10","1","4",NA,"NA","NA","0","0.5","4","0","4","moved plot 20m away from road","15","50","30","20","80","0","80","90","8.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",704132.81,4325190.15,"TRUE","","","2008",2011,5,0,1,0,1
"300","RAL1100057","1300","RALSTON","7/28/2011 0:00:00","CR, TR",2006,"0089TR","NAD83 UTM zone 10",705735.02,4325236.82,"196","19","Granite",NA,"0","0","0.5","90","10","19","0.5","2","0","85","0","85","1","0",NA,"NA","NA","1","5","9","9","0","Slash & chipping in plot","2","20","85","20","180","180","0","10","5.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",705735.02,4325236.82,"TRUE","2011","","",2011,5,1,0,0,1
"301","RAL1100127","1314","RALSTON","7/29/2011 0:00:00","CR, TR",2006,"0102TR","NAD83 UTM zone 10",706535.47,4324856.43,"238","4","Granite",NA,"0","0","2","97","1","5","8","0.5","0.5","80","1","80","1","0","G","NA","NA","0.5","5","8","8","0","Grazed, planted pipos, saplings thinned","8","10","80","20","160","160","0","50","2.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",706535.47,4324856.43,"TRUE","2010","","",2011,5,1,0,0,1
"302","RAL1100549","1327","RALSTON","7/26/2011 0:00:00","CP, KW",2006,"2516CP","NAD83 UTM zone 10",700217.42,4322454.86,"134","56","Granite",NA,"10","1","1","78","10","40","21","30","10","0","50","0","1","5",NA,"NA","NA","0","0.5","2","0","2",NA,"50","80","10","20","40","0","40","90","55","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",700217.42,4322454.86,"TRUE","2010","2010","",2011,5,1,0,1,1
"303","RAL1100626","1338","RALSTON","7/27/2011 0:00:00","CP, KW",2006,"2519CP","NAD83 UTM zone 10",698826.08,4322007.21,"158","23","Granite",NA,"40","3","1","46","10","45","5","5","5","25","5","20","1","5",NA,"NA","NA","0","0.5","1","0","1",NA,"10","60","30","20","20","0","20","60","36","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",698826.08,4322007.21,"TRUE","2010","2010","",2011,5,1,0,1,1
"304","RAL1101033","1350","RALSTON","7/28/2011 0:00:00","CP, KW",2006,"2540CP","NAD83 UTM zone 10",697090.04,4319951.19,"288","19","Granite",NA,"0.5","2","2","91","5","25","10","30","55","2","30","40","1","4",NA,"NA","NA","0","0.7","6","4","2",NA,"35","70","55","20","120","80","40","170","2.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",697090.04,4319951.19,"TRUE","2009","2008","2008",2011,5,1,1,1,1
"305","RAL1101036","1353","RALSTON","7/28/2011 0:00:00","CP, KW",2006,"2537CP","NAD83 UTM zone 10",697690.01,4319979.54,"360","31","Granite",NA,"5","2","3","50","40","80","10","10","0","30","2","30","1","4",NA,"NA","NA","0","1","8","6","2","Heavy slash under ceanothus","5","85","30","20","160","120","40","180","3.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",697690.01,4319979.54,"TRUE","2009","2008","2008",2011,5,1,1,1,1
"306","RAL1101037","1352","RALSTON","7/28/2011 0:00:00","CP, KW",2006,"2536CP","NAD83 UTM zone 10",697888.71,4319979.59,"324","28","Granite",NA,"5","5","2","73","15","55","5","30","0","2","1","5","1","5",NA,"NA","NA","0","0.5","2","0","2","Between Roads.  Planted Conifers","30","80","2","20","40","0","40","220","92.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",697888.71,4319979.59,"TRUE","2010, 2009","2008","2008",2011,5,1,1,1,1
"307","RAL1101079","1356","RALSTON","7/28/2011 0:00:00","CR, TR",2006,"0084TR","NAD83 UTM zone 10",697693.68,4319773.47,"8","15","Granite",NA,"0.5","20","1","59","20","75","13","2","10","0.5","1","80","1","5",NA,"NA","NA","0","1","1","0","1",NA,"15","10","10","20","20","0","20","200","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",697693.68,4319773.47,"TRUE","2009","2008","2008",2011,5,1,1,1,1
"308","RAL1101080","1357","RALSTON","7/28/2011 0:00:00","CR, TR",2006,"0083TR","NAD83 UTM zone 10",697894.5,4319785.92,"282","20","Granite",NA,"0.5","0.5","1","94","5","75","8","2","15","1","1","70","1","5",NA,"NA","NA","0","1.1","1","1","0",NA,"10","80","15","20","20","20","0","200","35","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",697894.5,4319785.92,"TRUE","2009","2008","2008",2011,5,1,1,1,1
"309","RAL1101124","1348","RALSTON","7/28/2011 0:00:00","CP, KW",2006,"2535CP","NAD83 UTM zone 10",698106.25,4319590.63,"200","34","Granite",NA,"30","10","1","54","5","20","10","15","10","0","25","10","1","4",NA,"NA","NA","0","0.2","1","1","0","under PG&E power lines -- at edge","25","50","10","20","20","20","0","90","1.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",698106.25,4319590.63,"TRUE","","","2008",2011,5,0,1,0,1
"310","RAL1101125","1349","RALSTON","7/28/2011 0:00:00","CR, TR",2006,"0082 TR","NAD83 UTM zone 10",698306.11,4319591.15,"236","8","granite",NA,"5","1","1","93","0","40","8","0.5","0","0.5","0","0","1","5",NA,"NA","NA","0","1","0","0","0","under powerlines","8","40","0.5","20","0","0","0","100","19.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",698306.11,4319591.15,"TRUE","","","2008",2011,5,0,1,0,1
"311","RAL1101135","1507","RALSTON","8/18/2011 0:00:00","CR, CP, MS",2006,"2627CP","NAD83 UTM zone 10",700300.81,4319663.14,"2","48","Granite",NA,"1","0","2","87","10","65","5","1","5","40","5","45","1","3",NA,"NA","NA","0","1","2","2","0",NA,"6","80","45","20","40","40","0","170","2.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",700300.81,4319663.14,"TRUE","","","2008",2011,5,0,1,0,1
"312","RAL1101168","1525","RALSTON","8/17/2011 0:00:00","CR, CP, MS",2006,"Ralston1168s","NAD83 UTM zone 10",698309.83,4319398.73,"12","23","Granite",NA,"5","1","2","83","10","15","0","25","2","38","10","0","1","2",NA,"NA","NA","0.5","1","2","1","1","Evidence of logging","25","40","40","20","40","20","20","80","2.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",698309.83,4319398.73,"TRUE","2009","2008","2008",2011,5,1,1,1,1
"313","RAL1101169","1531","RALSTON","8/17/2011 0:00:00","CR, CP, MS",2006,"Ralston1169s","NAD83 UTM zone 10",698509.69,4319401.77,"32","19","Granite",NA,"1","1","1","47","50","45","1","15","0","25","5","15","1","3",NA,"NA","NA","0","1","3","3","0","Evidence of logging and grazing","16","65","25","20","60","60","0","80","1.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",698509.69,4319401.77,"TRUE","2009","2008","2008",2011,5,1,1,1,1
"314","RAL1101209","1530","RALSTON","8/17/2011 0:00:00","CR, CP, MS",2006,"Ralston1209s","NAD83 UTM zone 10",698518.28,4319201.89,"252","32","Granite",NA,"10","5","0.5","55","30","15","10","50","5","20","0","0","1","3",NA,"NA","NA","0","0.5","0","0","0","Close to logging.  Plot inbetween two roads.","60","25","25","20","0","0","0","80","15.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",698518.28,4319201.89,"TRUE","","","2008",2011,5,0,1,0,1
"315","RAL1101244","1528","RALSTON","8/17/2011 0:00:00","CR, CP, MS",2006,"Ralston1244s","NAD83 UTM zone 10",698530.75,4319003.51,"266","40","Granite",NA,"0","2","0.5","95","3","0","2","3","5","75","0","80","1","1",NA,"NA","NA","0","1","3","3","0",NA,"5","15","80","20","60","60","0","NA","0.85","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",698530.75,4319003.51,"TRUE","","","2008",2011,5,0,1,0,1
"316","RCH1100110","2889","RICH","8/25/2011 0:00:00","Tanner Harris, Luka Negoita",2008,"LN193-9368","NAD83 UTM zone 10",659721,4436502,"265","20","Volcanic Tuff",NA,"5","14","2","80","0.5","25","10","0","0","0.5","6","0","MF","4",NA,"NA","NA","0","0.5","6","0","6",NA,"10","30","0.5","20","120","0","120","100","18","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",659721,4436502,"TRUE","","2011","",2011,3,0,0,1,1
"317","RCH1100133","3018","RICH","8/1/2012 0:00:00","Melissa DeSiervo, Maggie Mansfield",2008,NA,"WGS84 UTM zone 10",659531,4436296,"231","47","Andesitic tuff","Nonserpentine","3","15","1","80","1","85","0.5","0.5","15","0","15","0",NA,"5",NA,"NA","NA","0.5","3","9","0","9","BAF 10 used!","0.5","90","0","10","90","0","90","100","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",659531,4436296,"TRUE","","2011","",2012,4,0,0,1,1
"318","RCH1100159","3020","RICH","7/20/2012 0:00:00","Melissa DeSiervo, Maggie Mansfield",2008,NA,"WGS84 UTM zone 10",659936,4436110,"210","31","Andesitic tuff","Nonserpentine","19","35","1","40","5","45","0.5","0.5","5","0.5","1","0",NA,"5",NA,"NA","NA","0.5","1","5","0","5","baf 5 USED!! Salvage logging in stand","0.5","50","0.5","5","25","0","25","NA","60","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",659936,4436110,"TRUE","","2011","2011, 2011",2012,4,0,1,1,1
"319","RCH1100187","3023","RICH","7/25/2012 0:00:00","Melissa DeSiervo, Maggie Mansfield",2008,NA,"WGS84 UTM zone 10",660712,4435921,"112","19","Andesitic Tuff","Nonserpentine","50","20","0.5","25","5","8","1","1","0","5","1","5",NA,"3",NA,"NA","NA","1","0","5","4","1","Moved plot 30 m to the SW to get off the road. Most of regen is planted","2","10","5","20","100","80","20","NA","4.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",660712,4435921,"TRUE","","2011","",2012,4,0,0,1,1
"320","RCH1100234","2874","RICH","8/23/2011 0:00:00","Tanner Harris, Luka Negoita",2008,"LN193-9338","NAD83 UTM zone 10",660553,4435531,"226","20","Volcanic Tuff",NA,"2","30","2","56","10","25","5","0.5","0","0.5","10","0","1","4",NA,"NA","NA","0","3","1","0","1","Post-fire salvage logging and replanting. Lots of woody debris from logging.","5","30","0.5","20","20","0","20","4","60","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",660553,4435531,"TRUE","","2011","2011, 2011",2011,3,0,1,1,1
"321","RCH1100235","2884","RICH","8/23/2011 0:00:00","Tanner Harris, Luka Negoita",2008,"LN193-9335","NAD83 UTM zone 10",660753,4435535,"80","20","Volcanic Tuff",NA,"1","1","1","95","2","25","5","0.5","0","0.5","5","0","MF","2",NA,"NA","NA","0","1","4","1","3",NA,"5","30","0.5","20","80","20","60","15","18","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",660753,4435535,"TRUE","","2011","",2011,3,0,0,1,1
"322","RCH1100259","3026","RICH","7/11/2012 0:00:00","Melissa DeSiervo, Maggie Mansfield",2008,NA,"WGS84 UTM zone 10",660961,4435341,"104","10","Andesitic Tuff","Nonserpentine","10","35","0.5","55","0.5","75","0","0.5","2","0.5","20","0",NA,"4",NA,"NA","NA","0.1","0.5","4","0","4",NA,"0.5","75","0.5","20","80","0","80","20","22","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",660961,4435341,"TRUE","","2011","",2012,4,0,0,1,1
"323","RCH1100463","2918","RICH","6/23/2011 0:00:00","Tanner Harris, Luka Negoita",2008,"LN179-7954","NAD83 UTM zone 10",658821,4433473,"60","40","Shale?",NA,"40","1","2","55","2","30","3","0.5","5","0.5","65","0","MF","5",NA,"NA","NA","0.5","5","9","0","9",NA,"3","60","NA","20","180","0","180","60","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",658821,4433473,"TRUE","2011","2011","",2011,3,1,0,1,1
"324","SIM1000007","1031","SIMS","6/30/2010 0:00:00","KW, VA",2004,NA,"WGS84 UTM zone 10",453680.54,4507489.02,"350","65","GRANITE",NA,"10","5","3","79","3","25","10","15","0","2","0.5","0","1","5",NA,"NA","NA","0","0.5","7","0","7","invasives - morning glory, thistle. Ferns","NA","NA","NA","20","140","0","140","80","120","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",453680.54,4507489.02,"TRUE","2007, 2006","2006","",2010,6,1,0,1,1
"325","SIM1000008","1056","SIMS","6/29/2010 0:00:00","KW, VA, TF",2004,NA,"WGS84 UTM zone 10",453884.5,4507499.9,"248","35","GRANITE",NA,"7","5","6","75","7","33","3","12","1","2","10","0","1","5",NA,"NA","NA","0","0.5","10","0","10","No hardwood seed source visible","NA","NA","NA","20","200","0","200","160","48.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",453884.5,4507499.9,"TRUE","2007, 2006","2006","",2010,6,1,0,1,1
"326","SIM1000012","1058","SIMS","6/22/2010 0:00:00","VA, TF",2004,NA,"WGS84 UTM zone 10",453193,4507241,"280","65","GRANITE",NA,"4","3","3","90","0","19","10","25","2","1","60","0","1","5",NA,"NA","NA","1","3","5","0","5","no hardwood seed source visible. Only 2 out of 5 BA dead recorded in size classes.","NA","NA","NA","20","100","0","100","100","200","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",453193,4507241,"TRUE","2007, 2006","2006","",2010,6,1,0,1,1
"327","SIM1000013","1059","SIMS","6/22/2010 0:00:00","TF, VA",2004,NA,"WGS84 UTM zone 10",453366,4507257,"360","15","GRANITE",NA,"0","0.5","0.5","85","15","0.5","3","85","0","0","5","0","1","5",NA,"NA","NA","0","0.25","5","5","NA","no visible seed sources. No regen in plot","NA","NA","NA","20","100","100","0","50","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",453366,4507257,"TRUE","2007, 2006","2006","",2010,6,1,0,1,1
"328","SIM1000021","1011","SIMS","7/14/2010 0:00:00","TF, VA, KW",2004,NA,"WGS84 UTM zone 10",452699.99,4507057.41,"315","29","GRANITE",NA,"5","60","5","20","10","4","1","0","70","5","7","0","1","5",NA,"NA","NA","0","0.5","4","0","4",NA,"NA","NA","NA","20","80","0","80","150","0.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",452699.99,4507057.41,"TRUE","","2006","",2010,6,0,0,1,1
"329","SIM1000022","1060","SIMS","6/22/2010 0:00:00","TF, VA",2004,NA,"WGS84 UTM zone 10",453211,4507015,"82","55","GRANITE",NA,"60","2","2","36","0","5","0.5","4","20","13","60","0","1","5",NA,"NA","NA","0","1.5","6","0","6","discrepency between BA dead count and size classes; no seed sources available","NA","NA","NA","20","120","0","120","150","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",453211,4507015,"TRUE","2007, 2006","2006","",2010,6,1,0,1,1
"330","SIM1000023","1061","SIMS","6/22/2010 0:00:00","TF, VA",2004,NA,"WGS84 UTM zone 10",453353,4507052,"10","55","GRANITE",NA,"0.5","0","8","90","2","81","0.5","0.5","6","2","30","0","1","5",NA,"NA","NA","0.2","1","5","0","5","no seed sources visible;","NA","NA","NA","20","100","0","100","150","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",453353,4507052,"TRUE","2007, 2006","2006","",2010,6,1,0,1,1
"331","SIM1000030","1067","SIMS","6/22/2010 0:00:00","TF, VA",2004,NA,"WGS84 UTM zone 10",453154,4506744,"340","55","GRANITE",NA,"60","3","3","29","5","0.5","1","0","30","0.5","40","0","1","5",NA,"NA","NA","0","0.5","4","0","4","no  hardwood seed source; BA dead count not same as number in size classes.","NA","NA","NA","20","80","0","80","20","800","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",453154,4506744,"TRUE","2007, 2006","2006","",2010,6,1,0,1,1
"332","SIM1000031","1062","SIMS","6/22/2010 0:00:00","TF, VA",2004,NA,"WGS84 UTM zone 10",453281,4506867,"18","35","GRANITE",NA,"15","30","1","55","0","10","1","2","5","17","40","0","1","5",NA,"NA","NA","0","1","6","0","6","no visible seed sources; POSSBLE ON OLD SKID TRAIL; MNT. Dogwood possible ____ Ossier (can't read handwriting)","NA","NA","NA","20","120","0","120","100","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",453281,4506867,"TRUE","2007, 2006","2006","",2010,6,1,0,1,1
"333","SIM1000032","1027","SIMS","6/30/2010 0:00:00","KW, VA",2004,NA,"WGS84 UTM zone 10",453493.3,4506885.06,"22","60","GRANITE",NA,"73","20","2","5","0.5","0.5","2","0.5","17","2","10","0","1","5",NA,"NA","NA","0","1.5","6","0","6","no visible seed sources. Invasive thistle","NA","NA","NA","20","120","0","120","75","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",453493.3,4506885.06,"TRUE","2007, 2006","2006","",2010,6,1,0,1,1
"334","SIM1000037","1063","SIMS","6/22/2010 0:00:00","TF, VA",2004,NA,"WGS84 UTM zone 10",453304,4506677,"80","17","GRANITE",NA,"55","0","1","38","6","10","0.5","0.5","7","0.5","5","0","1","5",NA,"NA","NA","0","4","0","0","0","no visible seed sources.","NA","NA","NA","20","0","0","0","150","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",453304,4506677,"TRUE","2007, 2006","2006","",2010,6,1,0,1,1
"335","SIM1000042","1051","SIMS","6/23/2010 0:00:00","TF, VA",2004,NA,"WGS84 UTM zone 10",452115,4506501,"70","50","GRANITE",NA,"7","0","5","86","2","3","0.5","5","30","7","40","3","1","4",NA,"NA","NA","1","0.5","8","0","8","off the road but just next to the road","NA","NA","NA","20","160","0","160","25","3.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",452115,4506501,"TRUE","","2006","",2010,6,0,0,1,1
"336","SIM1000043","1111","SIMS","9/1/2010 0:00:00","TF, BL, DS",2004,NA,"WGS84 UTM zone 10",452510.75,4506448.69,"350","15","granite",NA,"37","2","3","40","18","9","0.5","1","40","1","2","0","1","5",NA,"NA","NA","0.1","3","6","0","6","LIDE's producing acorns.","NA","NA","NA","20","120","0","120","150","55","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",452510.75,4506448.69,"TRUE","","2006","",2010,6,0,0,1,1
"337","SIM1000044","1006","SIMS","7/14/2010 0:00:00","VA, TF",2004,NA,"WGS84 UTM zone 10",452708.42,4506441.12,"330","79","GRANITE",NA,"21","60","1","15","5","6","10","0","4","1","3","0","1","5",NA,"NA","NA","0","0.5","12","0","12","Inv. Thistle. On a Scree slope","NA","NA","NA","20","240","0","240","80","29.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",452708.42,4506441.12,"TRUE","2007, 2006","2006","",2010,6,1,0,1,1
