"FIRE_YEAR","FIRE_NAME","VB_ID","NUM_ASSESS","NIFMID_LNK","AGENCY","ICS_CODE","EDIT_DATE"
"2001","WHITE","2001WHITE_SQF",1,"USF05132001000003","USF","SQF",20110927
"2002"," ","2002USF05072002000000",1,"USF05072002000000","USF","LPF",20080725
"2002","ARROWHEAD","2002ARROWHEAD",1,"USF05122002000041","USF","BDF",20080717
"2002","BIRCH","2002BIRCH",1,"USF05042002000017","USF","INF",20040225
"2002","BISCUIT","2002BISCUIT",1,"USF05102002000003","USF","SRF",0
"2002","BLUE CUT","2002BLUE_CUT",1,"USF05122002000053","USF","BDF",20080717
"2002","BOREL","2002BOREL",1,"USF05132002000024","USF","SQF",0
"2002","BOUQUET","2002BOUQUET",1,"USF05012002000047","USF","ANF",20080717
"2002","CANNON","2002CANNON",1,"USF05212002000000","USF","TOI",20040212
"2002","CONE","2002CONE",2,"USF05062002000051","USF","LNF",20040212
"2002","COPCO FIRE","2002COPCO",1,"CCO05002002001949","CCO","LAC",20080717
"2002","COPPER FIRE","2002COPPER",1,"CCO05002002112310","CCO","LAC",20080718
"2002","CROY","2002CROY",2,"CDF052002000000","CDF","SCU",20150630
"2002","CURVE","2002CURVE",1,"USF05012002000150","USF","ANF",20070524
"2002","ELLIS 2","2002ELLIS2",1,"USF05032002000093","USF","ENF",20040720
"2002","FIELD","2002FIELD",1,"CDF052002000302","CDF","NEU",20150630
"2002","FORKS","2002FORKS",1,"USF05052002000011","USF","KNF",20070524
"2002","FREEWAY FIRE II","2002FREEWAY2",1,"CCO05002002177557","CCO","LAC",20080717
"2002","FULLER","2002FULLER",1,"USF05042002000025","USF","INF",20050112
"2002","GARNET","2002GARNET",1,"USF05022002000060","USF","CNF",20080718
"2002","GONDOLA","2002GONDOLA",1,"USF05192002000012","USF","TMU",0
"2002","GREEN","2002GREEN",1,"CCO05002002008311","CCO","ORC",20080718
"2002","HUNTER","2002HUNTER",1,"USF05032002000091","USF","ENF",20040720
"2002","LEONA","2002LEONA",1,"USF05012002000157","USF","ANF",20080718
"2002","LOUISIANA","2002LOUISIANA",1,"USF05122002000086","USF","BDF",20080717
"2002","MCNALLY","2002MCNALLY",2,"USF05132002000043","USF","SQF",20040202
"2002","MUSSOLINI","2002MUSSOLINI",1,"CDF05002002000200","CDF","SKU",0
"2002","PALISADE","2002PALISADE",2,"NPS05002002000068","NPS","KNP",20041015
"2002","PINES","2002PINES",1,"CDF05002002000777","CDF","MVU",20080718
"2002","PIPER","2002PIPER",1,"USF05042002000024","USF","INF",20041015
"2002","PIUTE","2002PIUTE",1,"USF05042002000066","USF","INF",0
"2002","PLUM","2002PLUM",1,"USF05032002000090","USF","ENF",20040720
"2002","RANCH","2002RANCH",1,"NPS05002002002118","NPS","YNP",0
"2002","ROCK CREEK 2","2002ROCK_CREEK2",1,"USF05152002000090","USF","SNF",20041015
"2002","SAINT PAULI","2002SAINTPAULI",1,"USF05032002000041","USF","ENF",20040720
"2002","SHOWERS","2002SHOWERS",2,"USF05192002000043","USF","TMU",0
"2002","SLINKARD","2002SLINKARD",1,"BLM0500200200U842","BLM","BBD",20080725
"2002","SPI #3 SOURGRASS","2002SPI3SOURGRASS",1,"CDF05002002000938","CDF","TCU",20040720
"2002","STANZA","2002STANZA",1,"USF05052002000052","USF","KNF",20070524
"2002","WILLIAMS","2002WILLIAMS",1,"USF05012002000176","USF","ANF",20080718
"2002","WOLF","2002WOLF",1,"CCO05002002039434","CCO","VNC",20080717
"2002","WOLF","2002WOLF_YNP",2,"NPS05002002001935","NPS","YNP",0
"2003"," ","2003USF0502200300000A",1,"USF0502200300000A","USF","CNF",20080718
"2003","ALBANITA","2003ALBANITA",1,"USF05132003000109","USF","SQF",20040120
"2003","ANNIE","2003ANNIE",2,"CDF052003000319","CDF","SCU",20150615
"2003","BASIN","2003BASIN",1,"USF05132003000042","USF","SQF",20060131
"2003","CANOE","2003CANOE",2,"CDF052003000231","CDF","HUU",20150905
"2003","CANYON","2003CANYON",2,"CDF05002003001290","CDF","RRU",20080722
"2003","CEDAR","2003CEDAR",1,"USF05022003000087","USF","CNF",0
"2003","COD FISH","2003COD_FISH",1,"USF05172003000104","USF","TNF",0
"2003","COONEY","2003COONEY",1,"USF05132003000079","USF","SQF",20041203
"2003","COYOTE","2003COYOTE",1,"USF05022003000039","USF","CNF",0
"2003","DEAFY","2003DEAFY",1,"USF05082003000066","USF","MNF",20070424
"2003","DEVIL","2003DEVIL",2,"CDF052003000319","CDF","SCU",20150615
"2003","DEXTER","2003DEXTER",1,"USF05042003000060","USF","INF",0
"2003","GIANT","2003GIANT",1,"NPS05002003000048","NPS","KNP",0
"2003","HAPPY CAMP","2003HAPPY_CAMP",1,"USF05082003000061","USF","MNF",0
"2003","HAUSER","2003HAUSER",1,"CCO05002003150988","CCO","LAC",20080718
"2003","HMRS NOS2","2003HMRS_NOS2",1,"NPS05002003000090","NPS","KNP",20140612
"2003","HONEYDEW","2003HONEYDEW",2,"CDF052003000236","CDF","HUU",20150615
"2003","HOOKER","2003HOOKER",1,"USF05132003000105","USF","SQF",20040120
"2003","KIBBIE CMPLX","2003KIBBIE",1,"NPS05002003002261","NPS","YNP",20041130
"2003","KINKAID","2003KINKAID",1,"CDF052003000319","CDF","SCU",20150905
"2003","LOMA","2003LOMA",1,"USF05142003000194","USF","SHF",20070417
"2003","MOUNTAIN","2003MOUNTAIN_CDF",2,"CDF052003001946","CDF","RRU",20150906
"2003","MOUNTAIN CMPLX","2003MOUNTAIN",1,"USF05162003000026","USF","STF",20040922
"2003","MUD","2003MUD",1,"USF05162003000097","USF","STF",20040922
"2003","OLD, GRANDPRIX, PADUA","2003OLD_GRANDPRIX_PADUA",2,"USF05122003000147","USF","BDF",20060125
"2003","PARADISE","2003PARADISE",1,"USF05022003000089","USF","CNF",0
"2003","PARADISE 2","2003PARADISE2",1,"NPS05002003000101","NPS","KNP",20140506
"2003","PIRU","2003PIRU",1,"USF05072003000038","USF","LPF",20080718
"2003","ROYAL","2003ROYAL",1,"USF05192003000073","USF","TMU",0
"2003","SAGEHEN","2003SAGEHEN",1,"USF05042003000010","USF","INF",20041015
"2003","SALT","2003SALT",1,"CDF05002003000306","CDF","AEU",20041221
"2003","SNAKE/CARGYLE2","2003SNAKE_CARGYLE2",1,"USF05152003000092","USF","SNF",20110414
"2003","SPANISH","2003SPANISH",1,"USF05082003000079","USF","MNF",20070417
"2003","SUMMIT","2003SUMMIT",1,"USF05042003000052","USF","INF",20041203
"2003","TUOLUMNE","2003TUOLUMNE",2,"NPS05002003003034","NPS","YNP",20050627
"2003","WEST KERN","2003WEST_KERN",1,"USF05042003000068","NPS","KNP",20041203
"2003","WHISKEY","2003WHISKEY",1,"NPS05002003002352","NPS","YNP",20110826
"2003","WHIT","2003WHIT",1,"USF05162003000096","USF","STF",20040922
"2003","WHITMORE","2003WHITMORE",2,"CDF052003011176","CDF","SHU",20150906
"2003","WILLIAMS","2003WILLIAMS",1,"NPS05002003000038","NPS","KNP",20041015
"2003","WOODLOT","2003WOODLOT",1,"NPS05002003P-1734","NPS","YNP",20050120
"2004","BEAR","2004BEAR",1,"USF05142004000129","CDF","SHU",0
"2004","BLUFF","2004BLUFF",2,"NPS05002004000000","NPS","LNP",20140506
"2004","CACHUMA","2004CACHUMA",1,"CCO05002004003217","CCO","SBC",20070419
"2004","COTTONWOOD","2004COTTONWOOD",1,"USF05112004000015","USF","PNF",20110415
"2004","CRAG","2004CRAG",1,"USF05132004000038","USF","SQF",0
"2004","CROWN","2004CROWN",1,"USF05012004000092","USF","ANF",20070000
"2004","DANA","2004DANA",1,"BLM0500200400A51G","BLM","BBD",20070419
"2004","DEEP","2004DEEP",2,"USF05132004000052","USF","SQF",20050926
"2004","EARLY","2004EARLY",1,"USF05162004000049","USF","STF",20050926
"2004","EAST","2004EAST",1,"USF05012004000113","USF","ANF",20070419
"2004","EDDY 54","2004EDDY54",1,"USF05092004023379","USF","KNF",20070625
"2004","FOOTHILL","2004FOOTHILL",1,"CCO05002004146068","CCO","LAC",20070000
"2004","FREDS","2004FREDS",1,"USF05032004000111","USF","ENF",20050926
"2004","FRENCH","2004FRENCH",1,"CDF05002004000385","CDF","SHU",20080212
"2004","GATOS","2004GATOS",2,"CDF052004000118","CDF","FKU",20150630
"2004","GAVIOTA","2004GAVIOTA",1,"CCO05002004004032","CCO","SBC",20070000
"2004","HETCHY","2004HETCHY",1,"NPS05002004004243","NPS","YNP",0
"2004","HOTSPRINGS","2004HOT_SPRINGS",1,"NPS05002004000077","NPS","KNP",20140612
"2004","HWY 4 #2","2004HWY4_2",1,"CDF052004000662","CDF","TCU",20150906
"2004","IRONGATE","2004IRONGATE",2,"CDF052004000272","CDF","SKU",20150903
"2004","KINCAID","2004KINCAID",2,"CDF052004000281","CDF","SCU",20150617
"2004","MEADOW WFU","2004MEADOW",2,"NPS05002004001962","NPS","YNP",20150924
"2004","NEHOUSE","2004NEHOUSE",1,"USF05152004000070","USF","SNF",20110414
"2004","OLD HWY/MPUD 149","2004OLD_HWY",2,"CDF052004000359","CDF","MMU",20150630
"2004","OREGON","2004OREGON",2,"CDF052004000423","CDF","BTU",20150630
"2004","PATTISON","2004PATTISON",1,"CDF052004000761","CDF","TCU",20150906
"2004","PINE","2004PINE",1,"CCO05002004142168","CCO","LAC",20061221
"2004","POWER","2004POWER",1,"USF05032004000109","USF","ENF",20050926
"2004","RUMSEY","2004RUMSEY",2,"CDF052004000694","CDF","LNU",20150906
"2004","RUNWAY","2004RUNWAY",1,"USF05122004000177","USF","BDF",20070419
"2004","SIMS","2004SIMS",2,"USF05102004000039","USF","SRF",0
"2004","SOURCE","2004SOURCE",1,"USF05152004000015","USF","SNF",20110414
"2004","STEVENS","2004STEVENS",2,"CDF052004000574","CDF","NEU",20150906
"2004","STRAYLOR","2004STRAYLOR",2,"CDF05002004002537","CDF","LMU",20051115
"2004","TUOLUMNE","2004TUOLUMNE",1,"USF05162004000066","USF","STF",20050926
"2004","VERBENIA","2004VERBENIA",1,"CDF05002004001164","CDF","RRU",20070419
"2005","36","2005THIRTYSIX",2,"CDF052005000095","CDF","TGU",0
"2005","BAILEY","2005BAILEY",2,"CDF052005000199","CDF","MMU",20150617
"2005","BLAISDELL","2005BLAISDELL",1,"USF05122005000122","USF","BDF",20080723
"2005","COMB","2005COMB",1,"NPS05002005000015","NPS","KNP",20080723
"2005","CORRAL WFU","2005CORRAL",1,"USF05152005000028","USF","SNF",20110414
"2005","CRAG","2005CRAG",1,"USF05132005000031","USF","SQF",20071203
"2005","DEER","2005DEER",1,"USF05082005000007","USF","MNF",20080212
"2005","HALLORAN","2005HALLORAN",1,"NPS052005000000","NPS","MNP",20150906
"2005","HARDING","2005HARDING",2,"USF05172005000038","USF","TNF",20070404
"2005","HOGBACK","2005HOGBACK",1,"USF05042005000031","USF","INF",20110414
"2005","HORSESHOE","2005HORSESHOE",1,"NPS05002005000000","NPS","LNP",0
"2005","KERN","2005KERN",1,"NPS05002005000096","NPS","KNP",20140612
"2005","LAUREL","2005LAUREL",1,"NPS05002005004277","NPS","YNP",20110824
"2005","MILLWOOD","2005MILLWOOD",1,"CDF052005000103","CDF","TUU",20150903
"2005","NINE","2005NINE",1,"USF05132005000023","USF","SQF",20080723
"2005","THURMAN","2005THURMAN",1,"USF05122005000167","USF","BDF",20080723
"2005","TOVEY","2005TOVEY",1,"CCO052005141999","CCO","LAC",20150906
"2005","WAPAMA","2005WAPAMA",1,"NPS05002005004276","NPS","YNP",0
"2005","WILDHORSE","2005WILDHORSE",1,"NPS052005006392","NPS","MNP",20150906
"2005","WOOLEY","2005WOOLEY",1,"USF05052005000062","USF","KNF",20080212
"2006","BAKE OVEN & PIGEON","2006BAKEOVEN_PIGEON",2,"USF05142006000165","USF","SHF",20061017
"2006","BALD","2006BALD",1,"USF05072006000044","USF","LPF",20090827
"2006","BASSETTS","2006BASSETTS",2,"USF05172006000068","USF","TNF",20061002
"2006","BOULDER CMPLX","2006BOULDER_CMPLX",2,"USF05112006000033","USF","PNF",20060802
"2006","BOUNDARY","2006BOUNDARY",1,"NPS05002006003449","NPS","YNP",20110824
"2006","BRODER BECK WFU","2006BRODER_BECK",1,"USF05132006000065","USF","SQF",0
"2006","BURNT","2006BURNT",1,"NPS05002006000047","NPS","KNP",20140612
"2006","COTTONWOOD","2006COTTONWOOD",2,"BLM052006622687","BLM","KRN",20150721
"2006","CREEK INCIDENT","2006CREEK_INCIDENT",2,"CDF052006000191","CDF","LMU",20150721
"2006","DAY","2006DAY",2,"USF05072006000064","USF","LPF",20061023
"2006","ESPERANZA","2006ESPERANZA",2,"CDF052006000210","CDF","RRU",0
"2006","FROG","2006FROG",2,"NPS05002006002538","NPS","YNP",20110824
"2006","GOODALE","2006GOODALE",1,"CDF05042006000244","CDF","BDU",20090827
"2006","GREASE","2006GREASE",1,"USF05112006000098","USF","PNF",20110415
"2006","HANCOCK","2006HANCOCK",2,"USF05052006000074","USF","KNF",20061024
"2006","HARVEY","2006HARVEY",1,"USF05082006000005","USF","MNF",20090827
"2006","HIGH","2006HIGH",1,"USF05092006000009","USF","MDF",0
"2006","HORSE","2006HORSE",1,"USF05022006000055","USF","CNF",20090827
"2006","HOTLUM","2006HOTLUM",1,"USF05142006000002","USF","SHF",20090827
"2006","HUNTER","2006HUNTER",2,"USF05082006000015","USF","MNF",20090827
"2006","JUNCTION","2006JUNCTION",2,"CDF052006000310","CDF","SHU",20150721
"2006","KING","2006KING",1,"NPS05002006002486","NPS","YNP",0
"2006","KINGSLEY","2006KINGSLEY",1,"USF05082006000016","USF","MNF",20090828
"2006","LAKIN","2006LAKIN",1,"USF05142006000105","USF","SHF",20110414
"2006","LAVA","2006LAVA",1,"USF05092006000029","USF","MDF",0
"2006","MAGGIE","2006MAGGIE",1,"USF05132006000018","USF","SQF",20110927
"2006","MIDDLET","2006MIDDLET",1,"NPS05002006003504","NPS","YNP",20110824
"2006","MILLARD","2006MILLARD",1,"USF05122006000083","USF","BDF",20090827
"2006","NOBLE","2006NOBLE",2,"CDF052006000258","CDF","MEU",20150906
"2006","PANTHER","2006PANTHER",2,"USF05102006000035","USF","SRF",0
"2006","PERKINS","2006PERKINS",1,"USF05072006000012","USF","LPF",0
"2006","PINNACLES","2006PINNACLES",1,"USF05122006000185","USF","BDF",20090827
"2006","PUSHWALLA","2006PUSHWALLA",2,"NPS052006006692","NPS","JTP",20150721
"2006","RALSTON","2006RALSTON",2,"USF05172007000064","USF","TNF",20060922
"2006","RICO","2006RICO",1,"CDF052006000272","CDF","BEU",20150903
"2006","RIDGE","2006RIDGE",1,"USF05072006000039","USF","LPF",20090827
"2006","ROARING & RIDGE","2006ROARING_RIDGE",1,"NPS05002006000055","NPS","KNP",20140506
"2006","RUBE","2006RUBE",1,"USF05152006000117","USF","SNF",20110414
"2006","RUSH","2006RUSH",2,"USF05052006000059","USF","KNF",0
"2006","SAGE","2006SAGE",2,"USF05092006000074","USF","MDF",20150617
"2006","SAWMILL","2006SAWMILL",1,"USF05042006000053","USF","INF",20090827
"2006","SAWTOOTH COMPLEX","2006SAWTOOTH_CMPLX",2,"CDF052006000282","CDF","BDU",20150903
"2006","SMITH","2006SMITH",1,"USF05132006000010","USF","SQF",20110414
"2006","SOMES","2006SOMES",2,"USF05102006000027","USF","SRF",20061004
"2006","TAMARACK WFU","2006TAMARACK",1,"USF05132006000019","USF","SQF",20090828
"2006","TITUS","2006TITUS",2,"USF05052006000041","USF","KNF",20061004
"2006","UNCLES","2006UNCLES",2,"USF05052006000053","USF","KNF",20070823
"2006","WHISPERING PINES","2006WHISPERING_PINES",2,"CDF052006000320","CDF","BDU",20150906
"2007","ANGORA","2007ANGORA",2,"USF05192007000013","USF","TMU",20070629
"2007","ANTELOPE CMPLX","2007ANTELOPE_CMPLX",2,"USF05112007000053","USF","PNF",20070716
"2007","BABCOCK","2007BABCOCK",1,"NPS05002007002397","NPS","YNP",0
"2007","BALD WFU","2007BALD",1,"NPS05002007003762","NPS","YNP",20110823
"2007","BUCKWEED","2007BUCKWEED",1,"CCO05012007000167","CCO","LAC",0
"2007","BUTLER2","2007BUTLER2",2,"USF05122007000158","USF","BDF",20090828
"2007","CHINA","2007CHINA",2,"USF05052007000043","USF","KNF",20070730
"2007","COLBY","2007COLBY",1,"USF05062007000037","USF","LNF",20110415
"2007","DEVIL","2007DEVIL",1,"NPS05002007004801","NPS","YNP",0
"2007","ELK","2007ELK",2,"USF05052007000045","USF","KNF",20070816
"2007","ELK CMPLX","2007ELK_CMPLX",2,"USF05052007000032","USF","KNF",20070816
"2007","FLETCHER","2007FLETCHER",2,"USF05092007000055","USF","MDF",20070724
"2007","GOLDLEDGE","2007GOLDLEDGE",2,"USF05132007000011","USF","SQF",20090828
"2007","GRASS VALLEY","2007GRASS_VALLEY",2,"USF05122007000165","USF","BDF",20090828
"2007","GROUSE","2007GROUSE",1,"USF05132007000042","USF","SQF",20090828
"2007","HARRIS 2","2007HARRIS",1,"CDF05022007010427","CDF","MVU",20101117
"2007","HAWKEN","2007HAWKEN",1,"USF05212007000022","USF","TOI",0
"2007","INYO CMPLX","2007INYO_CMPLX",2,"USF05042007000022","USF","INF",20070919
"2007","JACK WF","2007JACK",1,"NPS05002007004850","NPS","YNP",0
"2007","JAMES","2007JAMES",1,"USF05132007000004","USF","SQF",0
"2007","LICK","2007LICK",2,"CDF052007000000","CDF","SCU",20150903
"2007","LITTLE GRIDER","2007LITTLEGRIDER",2,"USF05052007000031","USF","KNF",20090828
"2007","LOS FLORES","2007LOS_FLORES",2,"CDF052007000000","CDF","BDU",0
"2007","MOONLIGHT","2007MOONLIGHT",2,"USF05112007000098","USF","PNF",20070917
"2007","NORTH","2007NORTH",1,"CDF05012007000129","CDF","LAC",20090828
"2007","OHAREL","2007OHAREL",1,"USF05042007000052","USF","INF",20110414
"2007","PINE","2007PINE",1,"USF05022007000073","USF","CNF",20090828
"2007","POOMACHA","2007POOMACHA",2,"CDF05022007000087","CDF","MVU",20071130
"2007","POWER","2007POWER",2,"CDF052007000000","CDF","SHU",20150531
"2007","RANCH","2007RANCH",2,"USF05012007000166","USF","ANF",20071029
"2007","SAGE","2007SAGE",2,"USF05042007000015","USF","INF",20070919
"2007","SANTIAGO","2007SANTIAGO",2,"CDF05022007000085","CDF","ORC",20090828
"2007","SLIDE","2007SLIDE",2,"USF05122007000167","USF","BDF",0
"2007","TAR","2007TAR",2,"CDF052007008730","CDF","FKU",20150531
"2007","VISTA","2007VISTA",2,"USF05132007000041","USF","SQF",0
"2007","WALLOW","2007WALLOW",2,"USF05142007000082","USF","SHF",0
"2007","WHITE","2007WHITE",2,"CCO052007718055","CCO","KRN",20150605
"2007","WITCH","2007WITCH",2,"CDF05022007000082","CDF","MVU",0
"2007","ZACA","2007ZACA",2,"CDF05072007000020","USF","LPF",20070911
"2008","ANTELOPE","2008ANTELOPE",1,"CDF05002008000081","CDF","TGU",0
"2008","ANTHONY MILNE","2008ANTHONYMILNE",2,"USF05052008000054","USF","KNF",0
"2008","BACK","2008BACK",2,"USF05082008000019","USF","MNF",20100113
"2008","BASIN COMPLEX","2008BASINCOMPLEX",2,"USF05072008000016","USF","LPF",20100504
"2008","BEAR","2008BEAR",2,"USF05112008000048","USF","PNF",20081223
"2008","BELDEN","2008BELDEN",2,"USF05112008000077","USF","PNF",20081223
"2008","BIG","2008BIG",2,"CDF05082008000021","CDF","MEU",0
"2008","BONANZA","2008BONANZA",2,"USF05102008000059","USF","SRF",0
"2008","BUCKHORN","2008BUCKHORN",2,"USF05142008000188","USF","SHF",20091001
"2008","BUTCH","2008BUTCH",2,"CDF052008000000","CDF","MEU",20150906
"2008","CAREY","2008CAREY",2,"USF05142008000175","USF","SHF",20100113
"2008","CARIBOU","2008CARIBOU",2,"USF05052008000026","USF","KNF",0
"2008","CASCADEL","2008CASCADEL",1,"USF05152008000092","USF","SNF",0
"2008","CEDAR","2008CEDAR",2,"USF05142008000079","USF","SHF",20081223
"2008","CELINA","2008CELINA",1,"USF05172008000032","USF","TNF",20100721
"2008","CHALK","2008CHALK",1,"USF05072008000034","USF","LPF",20100504
"2008","CLIFF RIDGE","2008CLIF_RIDGE",2,"CDF052008000000","CDF","MEU",20150531
"2008","CLOVER","2008CLOVER",2,"USF05132008000009","USF","SQF",0
"2008","COLD","2008COLD",2,"USF05112008000070","USF","PNF",20100301
"2008","CORRAL","2008CORRAL",2,"CDF05002008002759","CDF","LMU",0
"2008","COWSHED LIGHTNING","2008COWSHED_LIGHTNING",2,"CDF052008000000","CDF","MEU",20150531
"2008","CRAIG","2008CRAIG",2,"CDF052008000000","CDF","BTU",20150531
"2008","CUB","2008CUB",2,"USF05062008000013","USF","LNF",20100302
"2008","DEADSHOT","2008DEADSHOT",2,"USF05142008000178","USF","SHF",20091001
"2008","DEERLICK","2008DEERLICK",2,"USF05142008000179","USF","SHF",20091001
"2008","DOME ROCK","2008DOME_ROCK",1,"USF05162008000066","USF","STF",20100721
"2008","EAGLE","2008EAGLE",2,"USF05142008000066","USF","SHF",20091001
"2008","FALL","2008FALL",2,"USF05172008000033","USF","TNF",20100301
"2008","FOX, FOUR MILE","2008FOX",2,"USF05112008000045","USF","PNF",20100302
"2008","FRIEND DARNELL","2008FRIENDDARNELL",2,"USF05112008000000","USF","PNF",20100302
"2008","GAP","2008GAP",1,"USF05072008000020","USF","LPF",20100504
"2008","GOVERNMENT, WESTVILLE","2008GOVERNMENT",2,"USF05172008000037","USF","TNF",0
"2008","GRANITE","2008GRANITE",1,"USF05142008000180","USF","SHF",0
"2008","GROUSE","2008GROUSE",2,"USF05082008000033","USF","MNF",20100113
"2008","GULCH","2008GULCH",2,"USF05142008000221","USF","SHF",0
"2008","HALF","2008HALF",2,"USF05102008000035","USF","SRF",0
"2008","HARDY CREEK LIGHTNING","2008HARDY_CREEK",2,"CDF052008000000","CDF","MEU",20150531
"2008","HARTMAN","2008HARTMAN",1,"USF05112008000068","USF","PNF",20100721
"2008","HIDDEN","2008HIDDEN",1,"NPS05002008000076","NPS","KNP",0
"2008","HONEYBEE","2008HONEYBEE",2,"USF05042008000002","USF","INF",0
"2008","HUMBOLDT","2008HUMBOLDT",1,"CDF052008000000","CDF","BTU",20150902
"2008","INDIAN","2008INDIAN",2,"CDF052008000000","CDF","MEU",0
"2008","INDIANS","2008INDIANS",2,"USF05072008000012","USF","LPF",20100504
"2008","IRON,HARVEY,SLIDES,THOMES,VINEGAR","2008IRON",2,"USF05082008000118","USF","MNF",20081229
"2008","IRONSIDE","2008IRONSIDE",2,"USF05142008000164","USF","SHF",20081223
"2008","JACK SMITH","2008JACK_SMITH",1,"CDF052008000000","CDF","MEU",0
"2008","JAKE","2008JAKE",2,"USF05052008000000","USF","KNF",20091002
"2008","KIRKMAN","2008KIRKMAN",1,"CDF05142008000000","CDF","SHF",20150604
"2008","LIME","2008LIME",2,"USF05142008000137","USF","SHF",0
"2008","LITTLE","2008LITTLE",2,"USF05112008000043","USF","PNF",20100302
"2008","LOST PIPE","2008LOST_PIPE",2,"CDF052008000000","CDF","MEU",20150531
"2008","LOW GAP","2008LOW_GAP",2,"CDF052008000000","CDF","MEU",20150531
"2008","LOWER","2008LOWER",2,"CDF05142008000000","CDF","SHF",20150604
"2008","MAREK","2008MAREK",1,"USF05012008000123","USF","ANF",20100721
"2008","MIDDLE","2008MIDDLE",2,"CDF052008000000","CDF","MEU",20150531
"2008","MILL","2008MILL",1,"CDF05002008000079","CDF","TGU",20081223
"2008","MILL","2008MILL_MNF",2,"USF05082008000041","USF","MNF",20100113
"2008","MINERS","2008MINERS",2,"USF05142008000106","USF","SHF",0
"2008","MONKEY ROCK","2008MONKEYROCK",2,"USF05082008000016","USF","MNF",20081229
"2008","MOON","2008MOON",2,"CDF05142008000000","CDF","SHF",20150604
"2008","MOSES","2008MOSES",1,"USF05132008000012","USF","SQF",20110414
"2008","MOTION","2008MOTION",2,"CDF05142008000199","CDF","SHU",20100113
"2008","NAVAROO","2008NAVAROO",2,"CDF052008000000","CDF","MEU",20150531
"2008","NOBLE","2008NOBLE",2,"USF05142008000119","USF","SHF",0
"2008","NORTH MOUNTAIN","2008NORTHMOUNTAIN",2,"USF05162008000013","USF","STF",20100504
"2008","OLIVER","2008OLIVER",1,"USF05152008000014","USF","SNF",20100504
"2008","ONION2","2008ONION2",2,"USF05062008000015","USF","LNF",0
"2008","ORR SERIES","2008ORR_SERIES",2,"CDF052008000000","CDF","MEU",20150531
"2008","PANTHER, MERRILL, HAYPRESS","2008PANTHER_MERRILL_HAYPRESS",2,"USF05052008000057","USF","KNF",20091001
"2008","PARADISE","2008PARADISE",2,"CDF052008000000","CDF","HUU",20150930
"2008","PEAVINE","2008PEAVINE",2,"USF05172008000040","USF","TNF",0
"2008","PETERSON CMPLX","2008PETERSONCMPLX",1,"USF05062008000046","USF","LNF",0
"2008","PINE 2","2008PINE2",2,"CDF05142008000000","CDF","SHF",20150604
"2008","PIT","2008PIT",2,"CDF05062008000075","CDF","BTU",0
"2008","PIUTE","2008PIUTE",2,"USF05132008000018","USF","SQF",20100504
"2008","RED MOUNTAIN LIGHTNING","2008RED_MOUNTAIN",2,"CDF052008000000","CDF","MEU",20150531
"2008","RICH","2008RICH",2,"USF05112008000084","USF","PNF",20100302
"2008","SAYRE","2008SAYRE",1,"USF05012008000139","USF","ANF",20100504
"2008","SCOTCH, SOUTH FREY","2008SCOTCH",2,"USF05112008000063","USF","PNF",20100302
"2008","SCOTCHMAN","2008SCOTCHMAN",2,"USF05172008000025","USF","TNF",20081229
"2008","SHERWIN","2008SHERWIN",1,"USF05042008000015","USF","INF",20110414
"2008","SILVER KNOB","2008SILVER_KNOB",1,"USF05152008000011","USF","SNF",20100721
"2008","SISKIYOU BLUE2 COMPLEX","2008SISKIYOUBLUE2COMPLEX",2,"USF05102008000026","USF","SRF",20091001
"2008","SLIDE","2008SLIDE",2,"USF05142008000184","USF","SHF",0
"2008","SMOKEY","2008SMOKEY",2,"CDF05062008000029","CDF","BTU",0
"2008","SOLO2","2008SOLO2",1,"BIA05002008000000","BIA","SQF",20110414
"2008","STAR","2008STAR",1,"USF05152008000018","USF","SNF",20100721
"2008","STEIN","2008STEIN",2,"CDF05142008000248","CDF","SHU",0
"2008","SUGARLOAF","2008SUGARLOAF",2,"CDF052008000000","CDF","MEU",20150530
"2008","SUMMIT","2008SUMMIT",2,"CDF052008000000","CDF","SCU",20150708
"2008","TEA","2008TEA",1,"CDF05072008009981","CDF","SBC",0
"2008","TEHIPITE","2008TEHIPITE",1,"USF05152008000087","USF","SNF",20100504
"2008","TELEGRAPH","2008TELEGRAPH",2,"CDF05002008000000","CDF","MMU",0
"2008","TELEPHONE","2008TELEPHONE",2,"USF05142008000115","USF","SHF",20081223
"2008","TRAVIS 1","2008TRAVIS1",2,"CDF052008000000","CDF","MEU",20150708
"2008","TROUGH","2008TROUGH",2,"USF05142008000120","USF","SHF",20100113
"2008","TWENTY","2008TWENTY",1,"CDF052008000000","CDF","NEU",20150530
"2008","VENTURE","2008VENTURE",2,"CDF05002008000019","CDF","SHU",0
"2008","WHISKEY","2008WHISKEY",2,"USF05082008000003","USF","MNF",0
"2008","WILD","2008WILD",1,"CDF052008000000","CDF","LNU",20150530
"2008","YELLOW,CAMP,JOHNSON","2008YELLOW",2,"USF05082008000047","USF","MNF",20100113
"2008","ZEIGLER","2008ZEIGLER",2,"USF05142008000069","USF","SHF",0
"2009","BIG MEADOW","2009BIG_MEADOW",1,"NPS05002009003660","NPS","YNP",20110519
"2009","BLACKJACK","2009BLACKJACK",1,"USF05042009000020","USF","INF",20110414
"2009","BROWN","2009BROWN",2,"USF05062009000076","USF","LNF",0
