"PlotID","Species","Distance","Bearing","OMU","Planted","SnagDamage","DBH","TotHeight","LYHeight","LYGrowth","BudScars","Sprouts","CompType","CompCover","CompHeight","Subsample","Comments"
"E2001I","PIPJ",10.99,43,"O","U","N","3.7",220,194,24,18,NA,"S","70","50","N",NA
"E2001I","PIPJ",9.8,242,"O","U","N",NA,102,90,9,13,NA,"GSC","60","68","N",NA
"E2001I","PIPJ",9.3,242,"M","N","N",NA,46,40,4,9,NA,"CS","40","100","N",NA
"E2001I","PIPJ",4.6,213,"M","N","N",NA,78,73,3,6,NA,"S","100","89","N",NA
"E2001I","PIPJ",9,296,"O","U","N",NA,103,99,8,14,NA,"G","90","25","N",NA
"E2001I","PIPJ",7.79,352,"O","U","N","9.5",330,310,13,17,NA,"S","80","110","N",NA
"E2001I","PIPJ",10.5,324,"O","U","N","1",142,129,8,19,NA,"S","40","90","N",NA
"E2001I","PIPJ",10.35,344,"O","U","N","3.7",390,375,12,18,NA,"S","70","50","N",NA
"E2001I","PIPJ",9.6,302,"O","U","N",NA,99,88,4,15,NA,"CS","40","125","N",NA
"E2001I","PIPJ",10.7,343,"M","U","N","4.8",210,198,22,19,NA,"SC","80","170","N",NA
"E2001I","PIPJ",9.5,309,"O","U","N",NA,125,112,7,15,NA,"CS","30","112","N",NA
"E2001I","PIPJ",10.2,337,"O","N","N",NA,94,87,5,12,NA,"SC","50","140","N",NA
"E0063I","PIPJ",2.23,187,"O","U","N",NA,89,80,6,16,NA,"S","20","30","N",NA
"E0063I","PIPJ",7.78,185,"O","Y","N",NA,122,113,7,18,NA,"SG","70","35","N",NA
"E0063I","PIPJ",7.9,199,"O","Y","N",NA,98,92,5,18,NA,"GS","80","35","N",NA
"E0063I","PIPJ",4,355,"O","U","N",NA,64,59,4,14,NA,NA,NA,NA,"N",NA
"E0063I","PIPJ",9.83,198,"M","U","N",NA,134,123,7,15,NA,"SGC","70","60","N",NA
"E0063I","PIPJ",10.02,197,"O","Y","N","1.8",168,151,10,19,NA,"SGC","70","60","N",NA
"E0063I","PIPJ",5.4,148,"O","U","N",NA,94,85,7,15,NA,"S","50","55","N",NA
"E0063I","PIPJ",6.9,172,"M","N","N",NA,54,45,6,10,NA,"CS","50","200","N",NA
"E0063I","PIPJ",9.38,221,"O","Y","N","1.7",168,160,6,18,NA,"S","70","75","N",NA
"E0063I","PIPJ",7,174,"O","Y","N","2.3",165,154,10,17,NA,"SG","60","35","N",NA
"E0063I","PIPJ",10.42,251,"O","Y","N","2.4",200,184,11,17,NA,"SG","10","50","N",NA
"E0063I","PIPJ",7.2,74,"O","U","N",NA,97,89,8,15,NA,"SF","50","40","N",NA
"E0063I","PIPJ",7.26,276,"O","Y","N",NA,133,122,8,20,NA,"S","5","20","N",NA
"E0063I","PIPJ",8.4,72,"O","U","N",NA,84,79,7,10,NA,"S","30","7","N",NA
"E0063I","PIPJ",7.7,84,"O","U","N",NA,119,116,8,16,NA,"S","50","5","N",NA
"E0063I","PIPJ",10.26,330,"O","U","N",NA,46,44,3,17,NA,"S","30","30","N",NA
"E0063I","PIPJ",8.3,79,"O","U","N",NA,120,117,8,15,NA,"SC","30","15","N",NA
"E0063I","PIPJ",9.5,65,"O","U","SD1","1.5",147,135,12,14,NA,"S","40","70","N",NA
"E0063I","PIPJ",10.88,3,"O","Y","N",NA,92,84,6,17,NA,"S","70","10","N",NA
"E0063I","PIPJ",9.1,63,"O","U","N","1.8",146,132,10,16,NA,"S","90","70","N",NA
"E0063I","PIPJ",10.2,30,"M","N","N",NA,82,79,8,3,NA,"S","70","75","N",NA
"E0062I","PIPJ",5.35,167,"O","U","N",NA,97,94,4,13,NA,"S","95","65","Y","Possible browsing"
"E0062I","PIPJ",6.54,176,"O","Y","N","4.2",218,212,7,18,NA,"S","20","50","Y",NA
"E0062I","PIPJ",7.42,167,"O","N","SD1",NA,53,46,3,9,NA,"SC","10","50","Y",NA
"E0062I","PIPJ",7.91,174,"M","N","N",NA,62,53,3,9,NA,"S","50","70","Y",NA
"E0062I","PIPJ",0.67,313,"M","N","N",NA,107,102,5,14,NA,"SC","90","125","Y",NA
"E0062I","PIPJ",10.03,173,"M","N","N",NA,105,98,8,3,NA,"S","100","105","Y",NA
"E0062ID","PIPJ",1.9,211,"O",NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",3.7,139,"O",NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",2.3,59,"O",NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",2.74,152,"O",NA,NA,NA,149,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",2.6,152,"M",NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,"N","Browsed"
"E0062ID","PIPJ",1.1,282,"O",NA,NA,NA,195,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",1.4,290,"O",NA,NA,NA,203,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",2.7,314,"O",NA,NA,NA,370,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",4.61,118,"O",NA,NA,NA,370,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",6,117,"O",NA,NA,NA,115,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",6.41,178,"M",NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",6.26,150,"M",NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",5.8,111,"O",NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",5.8,111,"O",NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",6.47,162,"M",NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",6.7,78,"O",NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",5.8,107,"M",NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",5.35,153,"M",NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",4.94,149,"O",NA,NA,NA,143,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",6.7,104,"M",NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",7.2,83,"O",NA,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",4.92,127,"O",NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",6.8,95,"O",NA,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",6.67,133,"M",NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",6.67,133,"O",NA,NA,NA,117,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",6.8,88,"M",NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",7.7,99,"M",NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",8.2,106,"M",NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",8.2,106,"M",NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",8.2,106,"M",NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",8.2,106,"M",NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",8.2,106,"M",NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0062ID","PIPJ",7.7,109,"O",NA,NA,NA,194,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0060I","PIPJ",1.6,358,"U","N","N",NA,59,51,6,4,NA,"S","100","92","Y",NA
"E0060I","PIPJ",1.98,160,"M","U","N","7.2",320,290,25,18,NA,"SC","90","200","Y",NA
"E0060I","PIPJ",3.87,184,"O","U","N",NA,121,106,10,15,NA,"SC","40","100","Y",NA
"E0060I","PIPJ",6.6,4,"O","U","N","1.4",144,132,7,13,NA,"S","90","85","Y",NA
"E0060I","PIPJ",5.22,175,"O","N","N",NA,117,99,9,13,NA,"S","50","80","Y",NA
"E0060ID","PIPJ",4.04,209,"O",NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0060ID","PIPJ",3.78,232,"O",NA,NA,NA,650,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0060ID","PIPJ",1.93,301,"O",NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0060ID","PIPJ",8.28,314,"O",NA,NA,NA,450,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0060ID","PIPJ",6.85,336,"O",NA,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0060ID","PIPJ",3.75,336,"O",NA,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0060ID","PIPJ",5.67,62,"O",NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0060ID","PIPJ",2.15,70,"O",NA,NA,NA,470,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0060ID","PIPJ",7.56,121,"O",NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0060ID","PIPJ",8.11,153,"O",NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0060ID","PIPJ",2.29,150,"O",NA,NA,NA,750,NA,NA,NA,NA,"S",NA,NA,"N",NA
"E0065I","PIPJ",8.66,362,"O","U","N",NA,67,63,4,12,NA,"S","10","30","Y","Browsed (extensive)"
"E0065I","PIPJ",7.28,355,"O","U","N",NA,106,86,12,12,NA,"S","50","70","Y","light browse damage"
"E0065I","PIPJ",5.64,16,"O","N","N",NA,95,91,96,8,NA,"S","100","85","Y",NA
"E0065I","PIPJ",4.83,16,"M","N","N",NA,93,88,3.5,8,NA,"S","100","85","Y",NA
"E0065I","PIPJ",3.36,15,"O","N","N",NA,119,113,5,10,NA,"S","100","90","Y","light browse damage"
"E0065I","PIPJ",3.97,354,"M","N","N",NA,97,94,6,8,NA,"S","95","80","Y",NA
"E0065I","PIPJ",3.29,349,"O","N","N",NA,101,97,7,10,NA,"S","100","80","Y",NA
"E0065I","PIPJ",2.5,340,"O","N","N",NA,87,80,10,8,NA,"SC","70","90","Y","light browse damage"
"E0065I","PIPJ",1.75,326,"O","N","N",NA,82,NA,NA,10,NA,"S","30","60","Y","No LY height due to browse"
"E0065I","PIPJ",0.7,45,"O","U","N",NA,84,81,2,14,NA,"S","10","50","Y",NA
"E0065I","PIPJ",1.76,170,"O","U","N",NA,129,119,8,13,NA,"SC","100","90","Y",NA
"E0065I","PIPJ",1.67,213,"O","U","N","2.6",157,124,17,11,NA,"SC","60","50","Y",NA
"E0065I","PIPJ",3.58,198,"O","U","N","1.3",164,159,8,13,NA,"S","10","35","Y","extensive browse damage; new growth possibly eaten"
"E0065ID","PIPJ",6.95,116,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",4.75,125,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,"N","extensive browse damage"
"E0065ID","PIPJ",4.66,101,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",6.31,78,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",7.92,76,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,"N","browse damage"
"E0065ID","PIPJ",5.21,38,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,"N","a little browse damage"
"E0065ID","PIPJ",4.28,25,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",4.77,21,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",5.17,30,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",6.97,32,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",6.74,32,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",6.53,34,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",7.04,37,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",7.3,43,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",8.29,28,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",7.9,5,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",7.21,12,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",6.35,347,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",7.78,333,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",7.78,333,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",7.72,333,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",7.76,332,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",8.18,325,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",6.81,322,NA,NA,NA,NA,148,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",7.2,291,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",6.8,295,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",6.22,296,NA,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",6.05,302,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",5.58,304,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,"N","browse damage"
"E0065ID","PIPJ",5.74,287,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",5.74,287,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",3.86,324,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",2.95,328,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",3.05,324,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,"N","light browse damage"
"E0065ID","PIPJ",3.05,295,NA,NA,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",2.98,293,NA,NA,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",3.54,300,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",4.81,257,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,"N","browse damage"
"E0065ID","PIPJ",7.3,250,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",7.39,218,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",7.55,218,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",7.4,218,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",6.13,227,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",5.22,232,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",5.22,232,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0065ID","PIPJ",4.97,217,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0066I","PIPJ",1.09,148,"O","Y","N","3.7",214,188,19,17,NA,"S","40","55","Y",NA
"E0066I","PIPJ",7.57,173,"O","U","N",NA,88,79,9,11,NA,"CS","60","90","Y",NA
"E0066I","PIPJ",8.8,188,"O","N","N",NA,88,82,2,9,NA,"S","80","68","Y",NA
"E0066I","PIPJ",9,183,"U","N","N",NA,39,34,5,4,NA,"S","100","68","Y",NA
"E0066I","PIPJ",10.1,363,"O","Y","N","3.6",200,180,19,14,NA,"S","10","50","Y",NA
"E0066ID","PIPJ",4.65,151,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0066ID","PIPJ",4.65,151,NA,NA,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0066ID","PIPJ",4.65,151,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0066ID","PIPJ",4.65,151,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0066ID","PIPJ",7.99,167,NA,NA,NA,NA,177,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0066ID","PIPJ",1.4,220,NA,NA,NA,NA,450,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0066ID","PIPJ",1.6,220,NA,NA,NA,NA,415,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0066ID","PIPJ",2.09,311,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0066ID","PIPJ",3.88,282,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0066ID","PIPJ",6.95,71,NA,NA,NA,NA,430,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0066ID","PIPJ",5.79,42,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0066ID","PIPJ",6.13,42,NA,NA,NA,NA,290,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0066ID","PIPJ",3.78,16,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0066ID","PIPJ",6.44,33,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0066ID","PIPJ",7.57,10,NA,NA,NA,NA,390,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0066ID","PIPJ",7.7,9,NA,NA,NA,NA,430,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0066ID","PIPJ",5.07,270,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0066ID","PIPJ",6.2,208,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0066ID","PIPJ",6.46,252,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0066ID","PIPJ",4.65,206,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0066ID","PIPJ",6.6,222,NA,NA,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0066ID","PIPJ",5.6,213,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0061I","PIPJ",9.9,234,"O","Y","N","5.6",240,225,20,19,NA,"S","70","80","N","unhealthy"
"E0061I","PIPJ",9.94,248,"O","Y","N","2.1",167,158,10,17,NA,"S","30","60","N",NA
"E0061I","PIPJ",11.04,256,"O","U","N",NA,114,104,9,12,NA,"S","10","40","N","unhealthy"
"E0061I","PIPJ",8.25,290,"O","Y","N","5.9",230,215,14,17,NA,"S","30","35","N",NA
"E0061I","PIPJ",2.25,315,"O","Y","N","7.4",270,250,20,22,NA,"S","20","50","N",NA
"E0061I","PIPJ",9.95,67,"O","U","N",NA,99,92,6,13,NA,"S","80","80","N",NA
"E0061I","PIPJ",5.02,89,"O","Y","N","9.1",280,260,18,19,NA,"S","10","60","N",NA
"E0061I","PIPJ",10.24,143,"O","Y","N","3.4",185,NA,NA,17,NA,"S","40","80","N","possible browse damage, missing top"
"E0055I","PIPJ",4.26,277,"O","Y","N","11",390,355,25,18,NA,"S","80","6","N",NA
"E0050I","PIPJ",7.3,9,"M","U","N",NA,75,70,5,20,NA,"S","50","75","Y",NA
"E0050I","PIPJ",9,185,"O","Y","N","4.9",210,198,13,16,NA,"S","5","70","Y",NA
"E0050I","PIPJ",4.7,1,"M","U","N",NA,99,96,3,17,NA,"S","60","57","Y",NA
"E0050I","PIPJ",7.6,185,"O","Y","N","2.0",142,132,8,16,NA,"S","50","60","Y",NA
"E0050I","PIPJ",4.1,15,"M","U","N",NA,95,89,3,16,NA,"S","50","95","Y",NA
"E0050I","PIPJ",6.8,183,"O","U","N",NA,90,78,6,8,NA,"S","60","70","Y",NA
"E0050I","PIJE",6.1,201,"O","U","N",NA,110,98,7,14,NA,"S","80","100","Y",NA
"E0050I","PIPJ",2.6,10,"M","U","SD1",NA,85,81,7,16,NA,"S","40","125","Y",NA
"E0050I","PIPJ",5.2,199,"U","N","N",NA,90,80,8,8,NA,"S","70","120","Y",NA
"E0050I","PIPJ",1,4,"O","N","N",NA,65,59,7.5,18,NA,"S","20","65","Y",NA
"E0050I","PIPJ",4.6,201,"O","U","N",NA,115,105,6,11,NA,"S","50","120","Y",NA
"E0050I","PIPJ",0.8,72,"O","N","N",NA,79,75,5,19,NA,"SC","30","90","Y",NA
"E0050I","PIPJ",0.3,325,"O","N","N",NA,100,95,4,14,NA,"S","50","95","Y",NA
"E0050I","PIPJ",1.8,186,"M","N","N",NA,85,78,7,7,NA,"SC","70","80","Y",NA
"E0050I","PIPJ",1.3,206,"U","N","N",NA,58,50,5,4,NA,"S","70","95","Y",NA
"E0050I","PIPJ",1.8,186,"O","N","N",NA,110,100,7,7,NA,"SC","70","80","Y",NA
"E0050ID","PIPJ",2.5,45,"O",NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0050ID","PIPJ",3.7,242,"O",NA,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0050ID","PIPJ",2.7,56,"M",NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0050ID","PIPJ",2.4,246,"O",NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0050ID","PIPJ",3.8,65,"O",NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0050ID","PIPJ",3.9,322,"O",NA,NA,NA,330,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0050ID","PIPJ",3.8,78,"O",NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0050ID","PIPJ",3.8,348,"M",NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0050ID","PIPJ",3.5,77,"M",NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0050ID","PIPJ",3.7,75,"M",NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0050ID","PIPJ",4.3,172,"O",NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0050ID","PIPJ",3.3,76,"M",NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0050ID","PIPJ",4.3,178,"O",NA,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0050ID","PIPJ",2.9,80,"O",NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0050ID","PIPJ",2.8,90,"O",NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0050ID","PIPJ",4.1,14.1,"M",NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0050ID","PIPJ",1.6,79,"O",NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0050ID","PIPJ",1.9,92,"O",NA,NA,NA,149,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0050ID","PIPJ",2.5,140,"O",NA,NA,NA,174,NA,NA,NA,NA,NA,NA,NA,"N",NA
"E0053I","PIPJ",2.2,295,"O","Y","N","4.7",220,195,17,18,NA,"S","100","80","N",NA
"E0053I","PIPJ",7.7,286,"O","Y","N","10.0",300,270,35,16,NA,"S","100","20","N",NA
"E0053I","PIPJ",8,293,"O","Y","SD1","5.3",210,175,21,15,NA,"S","100","30","N",NA
"E0053I","JUOC",11.1,321,"O","N","N",NA,83,NA,NA,NA,NA,"S","90","50","N",NA
"E0053I","PIPJ",10.6,332,"O","Y","N","8.5",330,290,30,14,NA,"SC","100","150","N",NA
"E0053I","PIPJ",3.7,4,"M","N","N",NA,83,81,2,10,NA,"S","50","80","N",NA
"E0053I","PIPJ",8.9,324,"O","Y","N","2.7",390,350,45,17,NA,"SG","90","70","N",NA
"E0053I","PIPJ",5.5,4,"O","Y","N","10.4",360,340,15,20,NA,"S","50","165","N",NA
"E0053I","PIPJ",8.2,349,"M","U","N",NA,138,28,5,12,NA,"SC","100","110","N",NA
"E0053I","PIPJ",7.4,346,"O","U","N","3.7",205,184,16,14,NA,"SC","80","110","N",NA
"E0053I","PIPJ",6.6,347,"O","U","N","1.2",160,145,10,12,NA,"S","70","120","N",NA
"E0053I","PIPJ",8.5,4,"O","U","N","1",176,159,14,21,NA,"SC","65","65","N",NA
"E0053I","PIPJ",9.5,14,"O","U","SD1","2.5",190,165,63,14,NA,"S","75","118","N",NA
"E0053I","PIPJ",9.1,354,"O","U","N","4.1",200,180,12,14,NA,"S","70","95","N",NA
"E0053I","PIPJ",6.8,347,"M","U","N",NA,116,109,3,15,NA,"SC","90","115","N",NA
"E0053I","PIPJ",6.2,343,"M","N","N",NA,86,81,4,12,NA,"S","70","80","N",NA
"E0053I","PIPJ",11.1,37,"M","N","N",NA,85,80,3.5,17,NA,"S","90","85","N",NA
"E0053I","PIPJ",10.6,35,"M","N","N",NA,82,75,3,16,NA,"S","90","85","N",NA
"E0053I","PIPJ",7.6,251,"O","Y","N","6.8",305,285,25,17,NA,"S","90","65","N",NA
"E0053I","PIPJ",8.3,30,"M","N","N",NA,116,107,6.5,17,NA,"S","95","116","N",NA
"E0053I","PIPJ",7.5,35,"O","Y","N","3.8",250,225,20,18,NA,"S","50","130","N",NA
"E0053I","PIPJ",10.3,242,"O","N","N","1.3",156,144,11,11,NA,"S","100","120","N",NA
"E0053I","PIPJ",10.6,246,"M","N","N",NA,119,110,5,10,NA,"SC","90","110","N",NA
"E0053I","PIPJ",10.2,235,"O","Y","N","13.8",420,380,30,20,NA,"S","60","40","N",NA
"E0053I","PIPJ",7.5,50,"U","N","N","1",158,140,12,13,NA,"SC","75","250","N",NA
"E0053I","PIPJ",2.8,44,"O","Y","N","11.1",280,255,20,20,NA,"S","10","95","N",NA
